make,year,category,odometer,city,state,price,link
Volvo VNL64T670 ,2016,Sleeper Truck,"549,938",London,OH,"69,900",https://www.soarr.com/for-sale/trucks/specs/16193252/2016-Volvo-VNL64T670
Volvo VNL64T670 ,2016,Sleeper Truck,"527,056",London,OH,"69,900",https://www.soarr.com/for-sale/trucks/specs/16193744/2016-Volvo-VNL64T670
Volvo VNL64T670 ,2016,Sleeper Truck,"510,215",London,OH,"69,900",https://www.soarr.com/for-sale/trucks/specs/16193983/2016-Volvo-VNL64T670
International Prostar ,2016,Day Cab,"291,386",Reynoldsburg,OH,"63,785",https://www.soarr.com/for-sale/trucks/specs/16166439/2016-International-Prostar
Freightliner M2 ,2016,Flatbed,"347,667",Reynoldsburg,OH,"64,889",https://www.soarr.com/for-sale/trucks/specs/16190896/2016-Freightliner-M2
Freightliner M2 ,2016,Refrigerated Van,"431,231",Mt. Vernon,OH,"49,985",https://www.soarr.com/for-sale/trucks/specs/16198491/2016-Freightliner-M2
Caterpillar CT660S ,2016,Vacuum Truck,"3,339",Mt. Vernon,OH,"150,000",https://www.soarr.com/for-sale/trucks/specs/16191240/2016-Caterpillar-CT660S
Freightliner M2 ,2016,Box Truck,"199,694",Mt. Vernon,OH,"55,587",https://www.soarr.com/for-sale/trucks/specs/16194351/2016-Freightliner-M2
Freightliner M2 ,2016,Box Truck,"208,356",Mt. Vernon,OH,"57,875",https://www.soarr.com/for-sale/trucks/specs/16200231/2016-Freightliner-M2
Freightliner M2 ,2016,Cab & Chassis,"233,965",Mt. Vernon,OH,"52,875",https://www.soarr.com/for-sale/trucks/specs/16196185/2016-Freightliner-M2
Freightliner M2 ,2016,Cab & Chassis,"463,601",Reynoldsburg,OH,"54,985",https://www.soarr.com/for-sale/trucks/specs/16183768/2016-Freightliner-M2
Volvo OTHER ,2015,Day Cab,"491,638",Marion,OH,"28,500",https://www.soarr.com/for-sale/trucks/specs/16198908/2015-Volvo-OTHER
Volvo OTHER ,2015,Day Cab,"412,328",Marion,OH,"30,000",https://www.soarr.com/for-sale/trucks/specs/16198916/2015-Volvo-OTHER
Freightliner M2 ,2015,Day Cab,"260,765",Reynoldsburg,OH,"49,875",https://www.soarr.com/for-sale/trucks/specs/16176798/2015-Freightliner-M2
International 4300 ,2015,Cab & Chassis,"130,869",Mt. Vernon,OH,"56,875",https://www.soarr.com/for-sale/trucks/specs/16159300/2015-International-4300
Freightliner M2 ,2015,Cab & Chassis,"352,260",Mt. Vernon,OH,"52,875",https://www.soarr.com/for-sale/trucks/specs/16194359/2015-Freightliner-M2
Peterbilt 567 ,2015,Dump Truck,"260,201",London,OH,"144,900",https://www.soarr.com/for-sale/trucks/specs/16202120/2015-Peterbilt-567
Volvo OTHER ,2015,Day Cab,"427,319",Marion,OH,"30,000",https://www.soarr.com/for-sale/trucks/specs/16198900/2015-Volvo-OTHER
Volvo OTHER ,2015,Day Cab,"470,947",Marion,OH,"28,500",https://www.soarr.com/for-sale/trucks/specs/16198925/2015-Volvo-OTHER
Freightliner M2 ,2015,Box Truck,"227,556",Mt. Vernon,OH,"42,585",https://www.soarr.com/for-sale/trucks/specs/16195093/2015-Freightliner-M2
Freightliner M2 ,2015,Cab & Chassis,"352,260",Mt. Vernon,OH,"52,875",https://www.soarr.com/for-sale/trucks/specs/16194358/2015-Freightliner-M2
Freightliner M2 ,2015,Box Truck,"257,274",Mt. Vernon,OH,"49,787",https://www.soarr.com/for-sale/trucks/specs/16194548/2015-Freightliner-M2
Volvo OTHER ,2015,Day Cab,"464,586",Marion,OH,"28,500",https://www.soarr.com/for-sale/trucks/specs/16198915/2015-Volvo-OTHER
Freightliner M2 ,2015,Refrigerated Van,"346,234",Mt. Vernon,OH,"62,785",https://www.soarr.com/for-sale/trucks/specs/16197015/2015-Freightliner-M2
Freightliner M2 ,2015,Cab & Chassis,"224,666",Reynoldsburg,OH,"51,685",https://www.soarr.com/for-sale/trucks/specs/16196043/2015-Freightliner-M2
Ford E-350 ,2015,Cargo Van,"79,632",Reynoldsburg,OH,"28,690",https://www.soarr.com/for-sale/trucks/specs/16185083/2015-Ford-E-350
Volvo OTHER ,2015,Day Cab,"436,522",Marion,OH,"30,000",https://www.soarr.com/for-sale/trucks/specs/16198914/2015-Volvo-OTHER
Freightliner M2 ,2015,Curtainside,"353,663",Mt. Vernon,OH,"54,785",https://www.soarr.com/for-sale/trucks/specs/16174175/2015-Freightliner-M2
Freightliner M2 ,2015,Cab & Chassis,"313,866",Reynoldsburg,OH,"53,785",https://www.soarr.com/for-sale/trucks/specs/16146874/2015-Freightliner-M2
Volvo OTHER ,2015,Day Cab,"470,688",Marion,OH,"28,500",https://www.soarr.com/for-sale/trucks/specs/16198911/2015-Volvo-OTHER
Volvo OTHER ,2015,Day Cab,"417,331",Marion,OH,"30,000",https://www.soarr.com/for-sale/trucks/specs/16198901/2015-Volvo-OTHER
Freightliner M2 ,2015,Flatbed,"179,816",Mt. Vernon,OH,"63,785",https://www.soarr.com/for-sale/trucks/specs/16185081/2015-Freightliner-M2
Volvo OTHER ,2015,Day Cab,"550,472",Marion,OH,"25,500",https://www.soarr.com/for-sale/trucks/specs/16198910/2015-Volvo-OTHER
Volvo OTHER ,2015,Day Cab,"440,674",Marion,OH,"30,000",https://www.soarr.com/for-sale/trucks/specs/16198907/2015-Volvo-OTHER
Freightliner M2 ,2015,Flatbed,"355,712",Mt. Vernon,OH,0,https://www.soarr.com/for-sale/trucks/specs/16201834/2015-Freightliner-M2
Freightliner M2 ,2015,Box Truck,"221,029",Mt. Vernon,OH,"53,879",https://www.soarr.com/for-sale/trucks/specs/16197604/2015-Freightliner-M2
Ford F-550 ,2014,Service Truck,"193,658",Reynoldsburg,OH,"44,879",https://www.soarr.com/for-sale/trucks/specs/16175608/2014-Ford-F-550
Freightliner M2 ,2014,Curtainside,"266,979",Mt. Vernon,OH,"42,575",https://www.soarr.com/for-sale/trucks/specs/16194089/2014-Freightliner-M2
Freightliner M2 ,2014,Flatbed,"303,456",Reynoldsburg,OH,"51,579",https://www.soarr.com/for-sale/trucks/specs/16157676/2014-Freightliner-M2
Freightliner Cascadia ,2014,Day Cab,"213,897",Mt. Vernon,OH,0,https://www.soarr.com/for-sale/trucks/specs/16201181/2014-Freightliner-Cascadia
Freightliner M2 ,2014,Box Truck,"420,459",Mt. Vernon,OH,"48,985",https://www.soarr.com/for-sale/trucks/specs/16183357/2014-Freightliner-M2
Freightliner M2 ,2014,Box Truck,"149,614",Mt. Vernon,OH,"49,895",https://www.soarr.com/for-sale/trucks/specs/16199321/2014-Freightliner-M2
Freightliner M2 ,2014,Dump Truck,"406,236",Reynoldsburg,OH,0,https://www.soarr.com/for-sale/trucks/specs/16142589/2014-Freightliner-M2
Ford F-350 ,2014,Service Truck,"205,398",Mt. Vernon,OH,"19,869",https://www.soarr.com/for-sale/trucks/specs/16156840/2014-Ford-F-350
Freightliner M2 ,2014,Flatbed,"217,555",Reynoldsburg,OH,"59,786",https://www.soarr.com/for-sale/trucks/specs/16184050/2014-Freightliner-M2
Freightliner M2 ,2014,Box Truck,"420,459",Mt. Vernon,OH,"48,985",https://www.soarr.com/for-sale/trucks/specs/16183355/2014-Freightliner-M2
Ford F-550 ,2014,Service Truck,"234,389",Reynoldsburg,OH,"33,756",https://www.soarr.com/for-sale/trucks/specs/16185316/2014-Ford-F-550
Kenworth T370 ,2014,Cab & Chassis,"280,897",Mt. Vernon,OH,"41,785",https://www.soarr.com/for-sale/trucks/specs/16197924/2014-Kenworth-T370
Freightliner M2 ,2014,Box Truck,"420,459",Mt. Vernon,OH,"48,985",https://www.soarr.com/for-sale/trucks/specs/16183356/2014-Freightliner-M2
Freightliner M2 ,2014,Cab & Chassis,"241,426",Mt. Vernon,OH,"51,785",https://www.soarr.com/for-sale/trucks/specs/16194360/2014-Freightliner-M2
Freightliner M2 ,2014,Dump Truck,"260,203",Reynoldsburg,OH,"61,785",https://www.soarr.com/for-sale/trucks/specs/16177142/2014-Freightliner-M2
Freightliner M2 ,2014,Curtainside,"232,788",Mt. Vernon,OH,"49,597",https://www.soarr.com/for-sale/trucks/specs/16157670/2014-Freightliner-M2
Freightliner M2 ,2013,Dump Truck,"360,914",Mt. Vernon,OH,"56,875",https://www.soarr.com/for-sale/trucks/specs/16160188/2013-Freightliner-M2
Freightliner M2 ,2013,Cab & Chassis,"268,146",Mt. Vernon,OH,"46,875",https://www.soarr.com/for-sale/trucks/specs/16143474/2013-Freightliner-M2
Freightliner M2 ,2013,Curtainside,"242,029",Reynoldsburg,OH,"51,978",https://www.soarr.com/for-sale/trucks/specs/16191046/2013-Freightliner-M2
Ford F-350 ,2013,Service Truck,"237,951",Reynoldsburg,OH,"16,578",https://www.soarr.com/for-sale/trucks/specs/16177492/2013-Ford-F-350
Freightliner M2 ,2013,Dump Truck,"351,440",Mt. Vernon,OH,"56,785",https://www.soarr.com/for-sale/trucks/specs/16176108/2013-Freightliner-M2
Freightliner M2 ,2013,Curtainside,"398,672",Mt. Vernon,OH,"46,785",https://www.soarr.com/for-sale/trucks/specs/16157659/2013-Freightliner-M2
Freightliner M2 ,2013,Dump Truck,"317,731",Mt. Vernon,OH,"59,985",https://www.soarr.com/for-sale/trucks/specs/16159363/2013-Freightliner-M2
Freightliner M2 ,2013,Dump Truck,"184,513",Mt. Vernon,OH,0,https://www.soarr.com/for-sale/trucks/specs/16195924/2013-Freightliner-M2
International 4400 ,2013,Service Truck,"220,542",Mt. Vernon,OH,"25,875",https://www.soarr.com/for-sale/trucks/specs/16159034/2013-International-4400
Ford F-350 ,2013,Flatbed,"215,776",Reynoldsburg,OH,"24,485",https://www.soarr.com/for-sale/trucks/specs/16174796/2013-Ford-F-350
Freightliner M2 ,2013,Cab & Chassis,"174,405",Mt. Vernon,OH,"47,785",https://www.soarr.com/for-sale/trucks/specs/16140857/2013-Freightliner-M2
Ford F-650 ,2013,Dump Truck,"94,444",Reynoldsburg,OH,"55,875",https://www.soarr.com/for-sale/trucks/specs/16178493/2013-Ford-F-650
Freightliner M2 ,2012,Dump Truck,"334,276",Reynoldsburg,OH,"57,637",https://www.soarr.com/for-sale/trucks/specs/16160187/2012-Freightliner-M2
Freightliner Cascadia ,2012,Day Cab,"534,034",Mt. Vernon,OH,"48,875",https://www.soarr.com/for-sale/trucks/specs/16176475/2012-Freightliner-Cascadia
Freightliner M2 ,2012,Stake Bed,"310,405",Mt. Vernon,OH,"47,875",https://www.soarr.com/for-sale/trucks/specs/16162635/2012-Freightliner-M2
Freightliner M2 ,2012,Dump Truck,"438,652",Reynoldsburg,OH,"53,879",https://www.soarr.com/for-sale/trucks/specs/16159419/2012-Freightliner-M2
Ford F-350 ,2012,Service Truck,"232,186",Mt. Vernon,OH,"17,987",https://www.soarr.com/for-sale/trucks/specs/16156843/2012-Ford-F-350
International 4300 ,2012,Service Truck,"212,262",Mt. Vernon,OH,"39,987",https://www.soarr.com/for-sale/trucks/specs/16183871/2012-International-4300
Peterbilt 384 ,2012,Day Cab,"141,850",Mt. Vernon,OH,"61,875",https://www.soarr.com/for-sale/trucks/specs/16167951/2012-Peterbilt-384
Ford F-550 ,2012,Service Truck,"184,984",Mt. Vernon,OH,"36,895",https://www.soarr.com/for-sale/trucks/specs/16135736/2012-Ford-F-550
Freightliner M2 ,2012,Dump Truck,"334,276",Reynoldsburg,OH,"57,637",https://www.soarr.com/for-sale/trucks/specs/16160186/2012-Freightliner-M2
Freightliner M2 ,2012,Dump Truck,"415,549",Mt. Vernon,OH,"54,385",https://www.soarr.com/for-sale/trucks/specs/16159359/2012-Freightliner-M2
Peterbilt 388 ,2012,Vacuum Truck,"484,607",Mt. Vernon,OH,"79,485",https://www.soarr.com/for-sale/trucks/specs/16197742/2012-Peterbilt-388
Freightliner M2 ,2011,Cab & Chassis,"178,303",Mt. Vernon,OH,"45,875",https://www.soarr.com/for-sale/trucks/specs/16193482/2011-Freightliner-M2
Ford F-350 ,2011,Service Truck,"306,022",Mt. Vernon,OH,"17,385",https://www.soarr.com/for-sale/trucks/specs/16175625/2011-Ford-F-350
Hino 268 ,2011,Cab & Chassis,"152,963",Reynoldsburg,OH,0,https://www.soarr.com/for-sale/trucks/specs/16006546/2011-Hino-268
Ford F-350 ,2011,Service Truck,"261,779",Mt. Vernon,OH,"16,875",https://www.soarr.com/for-sale/trucks/specs/16175960/2011-Ford-F-350
Ford F-350 ,2011,Service Truck,"267,650",Reynoldsburg,OH,"17,879",https://www.soarr.com/for-sale/trucks/specs/16175956/2011-Ford-F-350
International 8600 ,2007,Day Cab,"419,358",Mt. Vernon,OH,"25,587",https://www.soarr.com/for-sale/trucks/specs/16185310/2007-International-8600
Ford F-350 ,2007,Service Truck,"243,270",Mt. Vernon,OH,"6,500",https://www.soarr.com/for-sale/trucks/specs/16175787/2007-Ford-F-350
Mack CT713 ,2007,Rollback,"264,812",Mt. Vernon,OH,"59,875",https://www.soarr.com/for-sale/trucks/specs/16194917/2007-Mack-CT713
GMC C6500 ,2006,Cab & Chassis,"195,202",Mt. Vernon,OH,"6,500",https://www.soarr.com/for-sale/trucks/specs/16123177/2006-GMC-C6500
GMC C6500 ,2005,Dump Truck,"159,466",Reynoldsburg,OH,"34,900",https://www.soarr.com/for-sale/trucks/specs/16194859/2005-GMC-C6500
Freightliner M2 ,2004,Cab & Chassis,"308,969",Mt. Vernon,OH,"29,895",https://www.soarr.com/for-sale/trucks/specs/16173873/2004-Freightliner-M2
International 2674 ,2001,Vacuum Truck,"217,098",Mt. Vernon,OH,0,https://www.soarr.com/for-sale/trucks/specs/16199018/2001-International-2674
International 5500i ,2001,Cab & Chassis,"278,492",Mt. Vernon,OH,"27,879",https://www.soarr.com/for-sale/trucks/specs/16180068/2001-International-5500i
Sterling LT9513 ,1999,Day Cab,"95,998",Mt. Vernon,OH,"37,900",https://www.soarr.com/for-sale/trucks/specs/16189143/1999-Sterling-LT9513
Sterling LT9513 ,1999,Day Cab,"95,998",Mt. Vernon,OH,"37,900",https://www.soarr.com/for-sale/trucks/specs/16189144/1999-Sterling-LT9513
Kenworth T800 ,1998,Fuel Truck,"480,231",Mt. Vernon,OH,0,https://www.soarr.com/for-sale/trucks/specs/16201828/1998-Kenworth-T800
International 9100 ,1998,Day Cab,"501,757",Reynoldsburg,OH,"19,895",https://www.soarr.com/for-sale/trucks/specs/16178007/1998-International-9100
Ford LNT8000 ,1997,Cab & Chassis,"311,021",Mt. Vernon,OH,"12,387",https://www.soarr.com/for-sale/trucks/specs/16108947/1997-Ford-LNT8000
Ford LNT8000 ,1997,Cab & Chassis,"311,021",Mt. Vernon,OH,"12,387",https://www.soarr.com/for-sale/trucks/specs/16108948/1997-Ford-LNT8000
International 4900 ,1996,Cab & Chassis,"117,158",Mt. Vernon,OH,"10,500",https://www.soarr.com/for-sale/trucks/specs/16199874/1996-International-4900
Ford F-350 ,1995,Flatbed,"114,971",Mt. Vernon,OH,"3,900",https://www.soarr.com/for-sale/trucks/specs/16193556/1995-Ford-F-350
Ford F-350 ,1995,Flatbed,"114,971",Mt. Vernon,OH,"3,900",https://www.soarr.com/for-sale/trucks/specs/16193555/1995-Ford-F-350
Western Star 47X ,2023,Dump Truck,Condition:,Apopka,FL,"225,000",https://www.soarr.com/for-sale/trucks/specs/16149387/2023-Western-Star-47X
Freightliner M2 106 ,2023,Refrigerated Van,Condition:,Apopka,FL,"171,033",https://www.soarr.com/for-sale/trucks/specs/16178029/2023-Freightliner-M2-106
Isuzu NPR-HD ,2022,Box Van,"32,000",Ocala,FL,"79,900",https://www.soarr.com/for-sale/trucks/specs/16177942/2022-Isuzu-NPR-HD-
Freightliner MT45G ,2021,Step Van,Condition:,Apopka,FL,"75,000",https://www.soarr.com/for-sale/trucks/specs/16086034/2021-Freightliner-MT45G
Freightliner MT45G ,2021,Step Van,Condition:,Apopka,FL,"73,000",https://www.soarr.com/for-sale/trucks/specs/16086031/2021-Freightliner-MT45G
Freightliner Cascadia ,2020,Sleeper Truck,"300,000",Apopka,FL,"138,900",https://www.soarr.com/for-sale/trucks/specs/16193690/2020-Freightliner-Cascadia
DAKOTA BODIES FLATLANDER FLATBED ,2023,Flatbed,Condition:,New Haven,IN,"5,000",https://www.soarr.com/for-sale/trucks/specs/16188326/2023-DAKOTA-BODIES-FLATLANDER-FLATBED
DAKOTA BODIES CM TRUCK BODY ,2023,Dump Truck,Condition:,New Haven,IN,"9,350",https://www.soarr.com/for-sale/trucks/specs/16188358/2023-DAKOTA-BODIES-CM-TRUCK-BODY
DAKOTA BODIES FLATLANDER FLATBED ,2023,Flatbed,Condition:,New Haven,IN,"4,799",https://www.soarr.com/for-sale/trucks/specs/16197149/2023-DAKOTA-BODIES-FLATLANDER-FLATBED
DAKOTA BODIES CM TRUCK BODY ,2023,Dump Truck,Condition:,New Haven,IN,"9,150",https://www.soarr.com/for-sale/trucks/specs/16188356/2023-DAKOTA-BODIES-CM-TRUCK-BODY
DAKOTA BODIES FRONTIER PLATFORM ,2023,Flatbed,Condition:,New Haven,IN,"9,200",https://www.soarr.com/for-sale/trucks/specs/16188312/2023-DAKOTA-BODIES-FRONTIER-PLATFORM
Isuzu NRR ,2023,Cab & Chassis,24,New Haven,IN,"93,000",https://www.soarr.com/for-sale/trucks/specs/16185315/2023-Isuzu-NRR
DAKOTA BODIES FRONTIER PLATFORM ,2023,Flatbed,Condition:,New Haven,IN,"5,500",https://www.soarr.com/for-sale/trucks/specs/16188321/2023-DAKOTA-BODIES-FRONTIER-PLATFORM
DAKOTA BODIES FLATLANDER FLATBED ,2023,Flatbed,Condition:,New Haven,IN,"5,000",https://www.soarr.com/for-sale/trucks/specs/16188328/2023-DAKOTA-BODIES-FLATLANDER-FLATBED
DAKOTA BODIES FRONTIER PLATFORM ,2023,Flatbed,Condition:,New Haven,IN,"5,500",https://www.soarr.com/for-sale/trucks/specs/16188318/2023-DAKOTA-BODIES-FRONTIER-PLATFORM
DAKOTA BODIES FLATLANDER FLATBED ,2023,Flatbed,Condition:,New Haven,IN,"5,000",https://www.soarr.com/for-sale/trucks/specs/16188325/2023-DAKOTA-BODIES-FLATLANDER-FLATBED
DAKOTA BODIES WARRIOR SKIRTED FLATBED ,2023,Flatbed,Condition:,New Haven,IN,"6,900",https://www.soarr.com/for-sale/trucks/specs/16197163/2023-DAKOTA-BODIES-WARRIOR-SKIRTED-FLATBED
DAKOTA BODIES FRONTIER PLATFORM ,2023,Flatbed,Condition:,New Haven,IN,"5,500",https://www.soarr.com/for-sale/trucks/specs/16188314/2023-DAKOTA-BODIES-FRONTIER-PLATFORM
DAKOTA BODIES WARRIOR SKIRTED FLATBED ,2023,Flatbed,Condition:,New Haven,IN,"6,900",https://www.soarr.com/for-sale/trucks/specs/16197162/2023-DAKOTA-BODIES-WARRIOR-SKIRTED-FLATBED
DAKOTA BODIES FLATLANDER FLATBED ,2023,Flatbed,Condition:,New Haven,IN,"4,799",https://www.soarr.com/for-sale/trucks/specs/16197147/2023-DAKOTA-BODIES-FLATLANDER-FLATBED
Mack GR64B ,2023,Cab & Chassis,30,New Haven,IN,0,https://www.soarr.com/for-sale/trucks/specs/16197603/2023-Mack-GR64B
International HX620 ,2023,Cab & Chassis,"5,000",New Haven,IN,"269,000",https://www.soarr.com/for-sale/trucks/specs/16201128/2023-International-HX620
DAKOTA BODIES FLATLANDER FLATBED ,2023,Flatbed,Condition:,New Haven,IN,"5,999",https://www.soarr.com/for-sale/trucks/specs/16197148/2023-DAKOTA-BODIES-FLATLANDER-FLATBED
DAKOTA BODIES FRONTIER PLATFORM ,2023,Flatbed,Condition:,New Haven,IN,"5,500",https://www.soarr.com/for-sale/trucks/specs/16188316/2023-DAKOTA-BODIES-FRONTIER-PLATFORM
DAKOTA BODIES WARRIOR SKIRTED FLATBED ,2023,Flatbed,Condition:,New Haven,IN,"6,900",https://www.soarr.com/for-sale/trucks/specs/16197164/2023-DAKOTA-BODIES-WARRIOR-SKIRTED-FLATBED
DAKOTA BODIES FRONTIER PLATFORM ,2023,Flatbed,Condition:,New Haven,IN,"9,500",https://www.soarr.com/for-sale/trucks/specs/16188311/2023-DAKOTA-BODIES-FRONTIER-PLATFORM
DAKOTA BODIES FRONTIER PLATFORM ,2023,Flatbed,Condition:,New Haven,IN,"6,499",https://www.soarr.com/for-sale/trucks/specs/16188323/2023-DAKOTA-BODIES-FRONTIER-PLATFORM
DAKOTA BODIES WARRIOR SKIRTED FLATBED ,2023,Flatbed,Condition:,New Haven,IN,"7,799",https://www.soarr.com/for-sale/trucks/specs/16197151/2023-DAKOTA-BODIES-WARRIOR-SKIRTED-FLATBED
Dodge 5500 4X4 QUAD CAB ,2022,Cab & Chassis,24,New Haven,IN,0,https://www.soarr.com/for-sale/trucks/specs/16202408/2022-Dodge-5500-4X4-QUAD-CAB
Chevrolet 6500 4X4 ,2022,Cab & Chassis,19,New Haven,IN,0,https://www.soarr.com/for-sale/trucks/specs/16199884/2022-Chevrolet-6500-4X4
Chevrolet 6500 4X4 ,2022,Cab & Chassis,20,New Haven,IN,"117,000",https://www.soarr.com/for-sale/trucks/specs/16200384/2022-Chevrolet-6500-4X4
Ford F600 XL ,2022,Cab & Chassis,5,New Haven,IN,"107,000",https://www.soarr.com/for-sale/trucks/specs/16198070/2022-Ford-F600-XL
GMC Sierra 2500 HD ,2022,Pickup,"13,000",Fort Wayne,IN,"79,500",https://www.soarr.com/for-sale/trucks/specs/16200556/2022-GMC-Sierra-2500-HD
Ford F600 XL ,2022,Cab & Chassis,4,New Haven,IN,"115,000",https://www.soarr.com/for-sale/trucks/specs/16198076/2022-Ford-F600-XL
Rowe Hard Ox Dump Body ,2021,Dump Truck,Condition:,New Haven,IN,"32,547",https://www.soarr.com/for-sale/trucks/specs/16133075/2021-Rowe-Hard-Ox-Dump-Body
Peterbilt 579 ,2019,Sleeper Truck,"513,000",Fort Wayne,IN,"87,900",https://www.soarr.com/for-sale/trucks/specs/16193276/2019-Peterbilt-579
Kenworth T680 ,2018,Sleeper Truck,"636,000",Fort Wayne,IN,"75,900",https://www.soarr.com/for-sale/trucks/specs/16190396/2018-Kenworth-T680
Peterbilt 579 ,2018,Sleeper Truck,"622,000",Fort Wayne,IN,"77,900",https://www.soarr.com/for-sale/trucks/specs/16193493/2018-Peterbilt-579
Kenworth T270 ,2018,Hook Lift,"175,069",New Haven,IN,"91,900",https://www.soarr.com/for-sale/trucks/specs/16196315/2018-Kenworth-T270
International 4300 ,2018,Box Truck,"174,000",Fort Wayne,IN,"65,900",https://www.soarr.com/for-sale/trucks/specs/16182855/2018-International-4300
Peterbilt 389 ,2018,Sleeper Truck,"410,000",Fort Wayne,IN,"195,900",https://www.soarr.com/for-sale/trucks/specs/16183827/2018-Peterbilt-389
Kenworth T680 ,2018,Sleeper Truck,"731,000",Fort Wayne,IN,"72,900",https://www.soarr.com/for-sale/trucks/specs/16188322/2018-Kenworth-T680
Kenworth T680 ,2018,Sleeper Truck,"711,000",Fort Wayne,IN,"72,900",https://www.soarr.com/for-sale/trucks/specs/16190395/2018-Kenworth-T680
Kenworth T680 ,2018,Sleeper Truck,"616,000",Fort Wayne,IN,"75,900",https://www.soarr.com/for-sale/trucks/specs/16190317/2018-Kenworth-T680
Peterbilt 579 ,2018,Sleeper Truck,"622,000",Fort Wayne,IN,"77,900",https://www.soarr.com/for-sale/trucks/specs/16193497/2018-Peterbilt-579
Kenworth T680 ,2018,Sleeper Truck,"640,000",Fort Wayne,IN,"75,900",https://www.soarr.com/for-sale/trucks/specs/16190394/2018-Kenworth-T680
Freightliner M2 ,2017,Box Truck,"291,000",Fort Wayne,IN,"56,900",https://www.soarr.com/for-sale/trucks/specs/16184819/2017-Freightliner-M2
Peterbilt 579 ,2017,Sleeper Truck,"778,000",Fort Wayne,IN,"62,900",https://www.soarr.com/for-sale/trucks/specs/16193524/2017-Peterbilt-579
Kenworth T270 ,2016,Box Truck,"305,000",Fort Wayne,IN,"35,900",https://www.soarr.com/for-sale/trucks/specs/16190446/2016-Kenworth-T270
Freightliner Cascadia 125 ,2016,Day Cab,"361,000",Fort Wayne,IN,"52,900",https://www.soarr.com/for-sale/trucks/specs/16197975/2016-Freightliner-Cascadia-125
Freightliner Cascadia 125 ,2016,Day Cab,"358,000",Fort Wayne,IN,"52,900",https://www.soarr.com/for-sale/trucks/specs/16195474/2016-Freightliner-Cascadia-125
Freightliner Columbia ,2016,Day Cab,"152,000",Fort Wayne,IN,"69,900",https://www.soarr.com/for-sale/trucks/specs/16195486/2016-Freightliner-Columbia
Kenworth T680 ,2016,Sleeper Truck,"707,000",Fort Wayne,IN,"59,900",https://www.soarr.com/for-sale/trucks/specs/16190937/2016-Kenworth-T680
Freightliner Cascadia 125 ,2016,Day Cab,"317,000",Fort Wayne,IN,"53,900",https://www.soarr.com/for-sale/trucks/specs/16197955/2016-Freightliner-Cascadia-125
Freightliner M2 ,2016,Cab & Chassis,"278,000",Monroeville,IN,"72,500",https://www.soarr.com/for-sale/trucks/specs/16165674/2016-Freightliner-M2
Freightliner Cascadia 125 ,2016,Day Cab,"443,000",Fort Wayne,IN,"49,900",https://www.soarr.com/for-sale/trucks/specs/16197954/2016-Freightliner-Cascadia-125
International LoneStar ,2016,Sleeper Truck,"450,000",Fort Wayne,IN,"69,900",https://www.soarr.com/for-sale/trucks/specs/16195517/2016-International-LoneStar
Kenworth T680 ,2016,Sleeper Truck,"641,000",Fort Wayne,IN,"59,900",https://www.soarr.com/for-sale/trucks/specs/16190934/2016-Kenworth-T680
Freightliner M2 Lo Pro ,2016,Box Truck,"145,000",Fort Wayne,IN,"63,900",https://www.soarr.com/for-sale/trucks/specs/16192756/2016-Freightliner-M2-Lo-Pro
Freightliner M2 ,2016,Refrigerated Van,"299,000",Fort Wayne,IN,"62,900",https://www.soarr.com/for-sale/trucks/specs/16198226/2016-Freightliner-M2
Ford F250 ,2016,Mechanic Truck,"145,000",Fort Wayne,IN,"12,900",https://www.soarr.com/for-sale/trucks/specs/16169665/2016-Ford-F250
Freightliner Cascadia 125 ,2016,Day Cab,"348,000",Fort Wayne,IN,"52,900",https://www.soarr.com/for-sale/trucks/specs/16197969/2016-Freightliner-Cascadia-125
Freightliner Cascadia Evolution ,2015,Sleeper Truck,"865,000",Fort Wayne,IN,"41,900",https://www.soarr.com/for-sale/trucks/specs/16201059/2015-Freightliner-Cascadia-Evolution
Freightliner Cascadia Evolution ,2015,Sleeper Truck,"780,000",Fort Wayne,IN,"44,900",https://www.soarr.com/for-sale/trucks/specs/16201061/2015-Freightliner-Cascadia-Evolution
Kenworth T800 ,2015,Tractor,"328,000",Monroeville,IN,"79,500",https://www.soarr.com/for-sale/trucks/specs/16194315/2015-Kenworth-T800
Freightliner Cascadia Evolution ,2015,Sleeper Truck,"776,000",Fort Wayne,IN,"44,900",https://www.soarr.com/for-sale/trucks/specs/16196494/2015-Freightliner-Cascadia-Evolution
Freightliner Cascadia Evolution ,2015,Sleeper Truck,"770,000",Fort Wayne,IN,"44,900",https://www.soarr.com/for-sale/trucks/specs/16201063/2015-Freightliner-Cascadia-Evolution
Peterbilt 365SFA ,2014,Cab & Chassis,"193,000",Monroeville,IN,0,https://www.soarr.com/for-sale/trucks/specs/16193172/2014-Peterbilt-365SFA
Freightliner M2 ,2014,Cab & Chassis,"205,000",Monroeville,IN,"45,000",https://www.soarr.com/for-sale/trucks/specs/16184485/2014-Freightliner-M2
Freightliner M2 ,2014,Day Cab,"145,509",New Haven,IN,"64,900",https://www.soarr.com/for-sale/trucks/specs/16197402/2014-Freightliner-M2
Freightliner Cascadia 125 ,2014,Day Cab,"752,000",Fort Wayne,IN,"34,900",https://www.soarr.com/for-sale/trucks/specs/16195371/2014-Freightliner-Cascadia-125
